studyid,fechaa1,r_a1,fechaa2,r_a2,fechaa3,r_a3,fechab1,r_b1,fechab2,r_b2,fechab3,r_b3,fechac1,r_c1,fechac2,r_c2,fechac3,r_c3,fechad1,r_d1,fechad2,r_d2,fechad3,r_d3,fechae1,r_e1,fechae2,r_e2,fechae3,r_e3,fechaf1,r_f1,fechaf2,r_f2,fechaf3,r_f3,fechag1,r_g1,fechag2,r_g2,fechag3,r_g3,fechah1,r_h1,fechah2,r_h2,fechah3,r_h3,fechai1,r_i1,fechai2,r_i2,fechai3,r_i3,fechaj1,r_j1,fechaj2,r_j2,fechaj3,r_j3,fechak1,r_k1,fechak2,r_k2,fechak3,r_k3,ms_a,h_ini,m_ini,p1,p2,p3_1,p3_2,p4a,p4b,p5a,p5b,p6,p7,p8a,p8b,p9a,p9b,p9c,p10a,p10b,p11,p12_1,p12_2,p12_3,p13_a,p13_b,p14,p15,p16,p17,p18,p19,p20,p21_a,p21_b,p22,p23,p24,p25,p26,p27_a,p27_b,p28,p29,p30_a,p30_b,p31_a,p31_b,p32,p33_1,p33_2,p33_3,p34_1,p34_2,p34_3,p35_a,p35_b,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,h_ter,m_ter,min,weight,rp1,d1lc394,rp67,rp3_1,encue,sup,edo,muni,ageb,nreg,nciudad,cd,loca,date1,cases,total,muni_r
1223,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,15,45,4,2,2,8,2,8,8,2,12,1,1,3,8,8,1,2,2,3,5,5,5,7,7,8,3,2,7,7,3,2,3,1,8,7,1,3,1,4,4,3,12,12,9,53,20,4,2,2,2,2,2,2,8,9,2,1,2,7,1,1,3,4,2,1,1,1,1,1,2,7,7,7,2,7,2,7,7,1,2,1,1,5,7,1,1,3,16,5,20,.59,4,2,2,1,26002,4,26,18,112-0,2,4,3,36,11200,1,1,2618
1224,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,16,8,5,2,2,2,2,2,2,3,8,3,2,1,2,1,1,8,8,3,4,2,4,11,8,4,4,2,7,7,3,2,3,1,2,3,3,3,1,4,4,3,12,84,9,75,9,4,1,1,1,1,2,2,8,9,2,4,2,7,2,1,4,4,2,2,1,1,3,1,2,7,7,7,2,7,2,7,7,2,2,1,5,3,7,2,1,3,16,28,20,.59,4,2,2,1,26002,4,26,18,112-0,2,4,3,36,11200,1,1,2618
1225,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,16,5,4,2,1,2,1,1,1,2,45,1,3,1,1,1,2,4,4,2,2,2,1,7,7,2,2,2,7,7,3,2,3,1,3,2,1,2,1,4,4,3,13,46,9,75,9,2,1,1,1,2,1,1,36,9,1,3,1,2,1,3,1,1,1,2,1,1,1,1,2,7,7,7,2,7,2,7,7,2,1,1,5,3,7,2,1,3,16,25,20,.73,4,2,2,1,26001,4,26,18,112-0,2,4,3,36,11200,1,1,2618
1226,301100,3,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,16,51,5,2,1,1,2,2,2,2,12,1,3,1,1,1,1,2,2,3,3,2,3,11,9,2,1,2,7,7,1,1,4,1,1,2,1,2,1,4,4,3,12,46,40,15,9,3,2,2,2,1,1,1,11,35,2,4,1,2,1,2,1,2,1,1,1,1,1,1,2,7,7,7,2,7,2,7,7,3,1,1,3,5,7,1,1,3,17,15,24,.73,4,2,2,1,26002,4,26,18,112-0,2,4,3,36,11200,1,1,2618
1227,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,17,0,1,3,1,2,2,3,2,3,12,2,1,1,1,1,2,4,2,2,3,2,2,7,7,3,2,1,1,2,1,2,1,1,2,3,1,3,1,4,4,3,13,32,11,20,61,3,1,1,2,1,2,1,11,9,3,1,1,1,2,2,3,4,1,3,2,1,1,1,2,7,7,7,2,7,1,2,7,5,1,2,7,7,2,1,12,3,17,20,20,1.69,1,3,2,1,26001,4,26,18,112-0,2,4,3,36,11200,1,1,2618
1228,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,3,17,20,2,3,2,2,2,2,8,4,12,1,2,2,1,1,1,4,4,2,2,2,2,7,7,2,2,2,7,7,2,2,2,1,2,1,1,1,2,4,4,3,13,25,11,8,9,9,1,1,1,1,1,1,22,9,2,1,1,2,1,2,4,3,1,2,1,2,1,1,1,12,1,3,2,7,2,7,7,1,1,1,3,5,7,2,1,3,17,44,20,.97,2,3,2,1,26002,4,26,18,112-0,2,4,3,36,11200,1,1,2618
1229,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,3,17,23,2,3,2,2,2,2,2,2,11,1,2,2,1,1,2,4,2,2,2,2,2,7,7,2,2,1,1,2,1,2,2,1,3,2,1,3,2,4,4,3,13,40,46,20,9,2,2,1,2,2,1,1,35,9,1,2,2,7,2,3,3,3,1,3,1,1,1,1,2,7,7,7,2,7,1,2,7,5,1,1,5,3,7,1,12,3,17,46,23,.97,2,3,2,1,26001,4,26,18,112-0,2,4,3,36,11200,1,1,2618
1230,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,17,50,2,3,1,2,2,2,1,2,8,2,2,2,1,1,2,4,2,2,2,2,2,7,7,2,2,2,7,7,1,2,3,1,3,3,1,3,1,4,4,3,12,9,9,53,9,2,1,2,2,2,1,1,8,9,1,1,2,7,2,4,3,3,1,3,1,1,1,2,2,7,7,7,2,7,2,7,7,5,2,1,1,5,7,1,1,3,18,15,25,.77,2,3,2,1,26001,4,26,18,112-0,2,4,3,36,11200,1,1,2618
281,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,18,3,3,4,2,2,1,2,2,2,12,2,1,3,1,2,2,4,2,2,3,3,4,32,9,1,2,2,7,7,2,2,2,1,4,7,1,2,1,4,4,3,13,12,9,20,9,3,1,2,2,1,2,1,22,11,3,4,1,2,2,4,4,4,2,2,1,1,3,1,2,7,7,7,2,7,2,7,7,1,2,1,4,3,7,1,1,4,18,33,30,.81,3,4,3,1,1070,14,28,9,071-A,1,4,5,32,11200,1,1,2809
282,11200,5, ,0, ,0,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,18,46,2,3,3,2,3,1,2,3,19,1,3,2,2,2,2,4,4,3,2,2,3,11,9,4,1,1,2,7,1,2,4,1,4,7,1,2,2,4,4,3,12,32,9,26,9,2,1,2,2,1,1,2,8,9,1,1,2,7,1,2,4,4,1,3,1,1,1,1,2,7,7,7,2,7,2,7,7,5,2,1,1,5,7,1,1,4,19,15,29,1.02,2,3,3,2,1070,14,28,9,071-A,1,4,5,32,11200,1,1,2809
283,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,19,23,5,2,3,3,2,2,8,3,32,1,2,1,2,2,2,2,2,4,4,4,4,11,9,3,3,2,7,7,1,2,4,1,4,7,1,3,1,4,4,4,50,9,9,46,9,4,2,2,2,1,2,2,16,35,2,1,2,7,2,2,4,4,1,4,1,2,3,2,2,7,7,7,2,7,2,7,7,3,1,2,7,7,3,1,1,4,19,47,24,1.13,4,2,3,2,1070,14,28,9,071-A,1,4,5,32,11200,1,1,2809
284,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,18,5,2,4,2,2,2,2,2,2,12,1,2,3,1,1,2,1,2,3,3,3,2,7,7,3,2,1,1,2,1,2,3,1,1,3,2,2,1,1,1,3,12,25,11,20,9,2,1,1,1,1,1,1,16,9,2,3,1,2,2,2,3,2,1,2,2,1,1,1,2,7,7,7,1,1,1,1,2,5,1,1,3,2,7,1,1,4,18,34,29,1.59,2,4,3,1,1051,14,28,9,071-A,1,4,5,32,11200,1,1,2809
285,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,18,37,3,3,2,2,1,1,2,2,19,1,4,1,2,2,2,4,4,1,1,1,1,7,7,1,1,1,1,2,1,2,2,1,1,1,1,2,1,4,4,3,11,47,9,26,9,2,1,1,2,1,1,2,8,9,6,3,2,7,2,2,3,3,2,3,1,1,1,1,2,7,7,7,2,7,2,7,7,1,1,1,3,5,7,1,12,3,19,6,29,.73,3,3,2,1,1051,14,28,9,071-A,1,4,5,32,11200,1,1,2809
286,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,19,37,5,4,1,2,3,2,1,3,11,1,4,4,2,1,2,2,2,3,1,1,4,11,9,2,1,1,1,2,1,2,4,1,3,3,2,2,1,4,4,3,12,84,9,81,53,2,2,1,2,1,1,1,11,28,1,4,2,7,2,4,4,4,2,2,1,1,1,2,2,7,7,7,2,7,2,7,7,1,2,2,7,7,3,1,12,3,20,5,28,.83,4,4,2,1,1051,14,28,9,071-A,1,4,5,32,11200,1,1,2809
287,11200,5, ,0, ,0,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,20,10,1,3,2,8,2,2,2,2,39,1,2,2,2,2,2,4,4,3,2,2,1,7,7,2,2,2,7,7,1,2,3,1,2,2,2,2,1,4,4,4,50,59,9,20,9,2,1,2,2,1,2,1,16,9,2,1,1,2,2,3,2,3,1,3,1,1,3,1,2,7,7,7,1,1,2,7,2,1,2,1,2,5,7,1,1,3,20,38,28,1.64,1,3,2,1,1051,14,28,9,071-A,1,4,5,32,11200,1,1,2809
288,11200,4,21200,4,31200,4,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,10,26,3,3,2,2,2,2,2,2,11,1,1,2,2,2,2,4,1,2,2,2,2,7,7,2,2,2,7,7,1,2,3,1,2,3,2,2,1,4,4,3,13,11,59,20,9,2,1,2,2,1,1,1,35,9,2,1,1,2,2,3,3,4,1,3,1,1,4,1,2,7,7,7,1,1,2,7,2,1,1,1,1,5,7,1,1,3,10,49,23,.73,3,3,2,1,1051,14,28,9,071-A,1,4,5,32,31200,1,1,2809
289,11200,5, ,0, ,0,11200,2,21200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,11,47,2,4,2,2,2,2,2,2,12,2,9,4,2,9,2,8,9,2,2,2,2,7,7,3,8,1,8,7,3,2,2,2,2,1,1,2,4,4,4,3,13,18,32,11,69,2,1,2,2,1,8,8,35,11,2,1,2,7,2,3,3,3,1,3,1,1,3,1,2,7,7,7,2,7,2,7,7,5,2,2,7,7,1,1,1,3,12,19,32,1.02,2,4,2,1,1070,14,28,9,071-A,1,4,5,32,21200,1,1,2809
290,11200,4,21200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,11,21,1,4,1,2,1,2,2,1,26,1,2,1,1,1,1,4,4,2,3,3,3,11,9,3,1,2,7,7,2,1,2,1,1,1,1,2,1,4,4,3,12,59,11,9,9,1,1,1,1,1,1,1,11,42,3,1,2,7,2,1,1,3,1,2,1,1,1,1,2,7,7,7,2,7,2,7,7,2,1,2,7,7,2,1,1,4,11,46,25,1.92,1,4,3,1,1070,14,28,9,071-A,1,4,5,32,21200,1,1,2809
301,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,15,6,4,4,2,1,1,1,2,3,11,1,3,3,1,2,2,4,1,3,3,1,1,7,7,1,2,1,1,2,2,2,2,1,3,3,2,2,1,4,4,3,12,38,9,13,9,2,1,2,2,2,1,2,35,9,2,2,2,7,2,2,4,4,1,1,1,1,3,1,2,7,7,7,1,1,2,7,2,2,1,1,1,5,7,1,1,4,15,26,20,1.1,4,4,3,1,1070,14,28,21,028-8,1,4,1,76,31200,1,1,2821
302,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,15,28,3,3,2,2,2,2,2,2,11,1,2,1,1,1,2,4,4,3,2,2,2,7,7,2,1,2,7,7,1,2,3,1,2,2,1,2,1,4,4,3,13,40,47,20,9,8,1,1,2,1,2,2,11,9,3,1,2,7,2,4,3,3,1,2,1,1,1,2,2,7,7,7,2,7,2,7,7,1,1,1,1,5,7,2,1,4,15,49,21,.71,3,3,3,1,1070,14,28,21,028-8,1,4,1,76,31200,1,1,2821
303,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,15,50,2,3,3,2,2,2,2,3,12,1,2,2,1,1,1,2,2,3,3,3,3,39,11,3,1,1,1,2,1,2,3,1,2,2,1,2,2,4,4,3,12,8,9,14,9,3,1,2,2,1,2,2,35,9,1,1,2,7,2,2,3,4,1,3,1,1,1,1,2,7,7,7,2,7,2,7,7,2,1,1,3,5,7,2,1,4,16,16,26,1.54,2,3,3,2,1070,14,28,21,028-8,1,4,1,76,31200,1,1,2821
304,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,15,22,4,2,2,1,3,1,1,2,11,1,3,1,2,2,2,4,4,3,2,2,3,11,9,3,2,1,2,7,1,2,3,1,2,3,2,3,1,4,4,3,12,11,18,11,9,2,1,2,2,2,1,1,36,9,2,2,2,7,2,2,3,4,1,3,1,1,4,1,1,15,2,1,2,7,2,7,7,1,1,1,4,3,7,1,1,3,15,48,26,1.1,4,2,2,1,1051,14,28,21,028-8,1,4,1,76,31200,1,1,2821
305,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,15,51,2,4,2,2,3,1,2,8,39,1,2,1,2,9,2,4,4,2,1,1,3,11,9,1,1,1,2,7,1,2,3,1,3,4,1,4,1,4,4,13,7,18,9,54,9,2,1,1,2,2,1,2,48,36,2,2,2,7,1,1,4,4,1,4,1,1,1,1,1,15,2,3,1,1,1,1,2,5,1,1,3,2,7,1,1,4,16,17,26,1.54,2,4,3,1,1051,14,28,21,028-8,1,4,1,76,31200,1,1,2821
306,31200,5, ,0, ,0,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,17,16,4,2,3,2,3,2,2,4,20,1,4,4,2,2,2,4,4,3,2,1,3,11,9,1,1,2,7,7,1,2,3,1,4,7,3,3,1,4,4,3,13,84,9,20,9,2,1,2,2,1,2,2,8,9,2,1,2,7,2,2,4,4,1,3,1,1,1,1,2,7,7,7,2,7,2,7,7,5,1,1,5,3,7,2,1,4,17,39,23,1.1,4,2,3,2,1051,14,28,21,028-8,1,4,1,76,31200,1,1,2821
307,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,17,41,5,3,3,9,2,2,2,1,45,1,3,1,2,1,2,4,4,2,2,3,2,7,7,2,2,2,7,7,1,2,2,1,2,2,1,2,3,4,4,3,12,84,9,9,9,1,1,1,1,1,2,1,11,9,5,3,2,7,2,3,3,3,1,3,1,1,3,2,2,7,7,7,2,7,2,7,7,1,2,2,7,7,1,1,1,3,18,9,28,.8,4,3,2,2,1051,14,28,21,028-8,1,4,1,76,31200,1,1,2821
308,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,18,10,1,3,2,2,1,8,2,2,12,3,1,3,2,2,8,4,4,3,5,2,1,7,7,2,1,2,7,7,2,2,4,1,4,7,1,3,1,4,4,3,13,11,9,12,9,2,1,1,1,2,1,1,28,9,2,2,1,2,2,3,2,3,2,3,1,1,1,1,2,7,7,7,2,7,2,7,7,9,2,1,4,3,7,1,1,4,18,35,25,1.58,1,3,3,1,1051,14,28,21,028-8,1,4,1,76,31200,1,1,2821
309,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,3,17,0,3,3,2,2,2,2,2,2,12,1,2,1,1,1,2,4,2,2,2,2,2,7,7,2,1,1,1,2,1,2,8,1,2,2,1,2,1,4,4,3,12,11,18,26,9,2,1,2,2,1,1,1,36,35,2,1,2,7,1,2,3,4,1,2,1,1,1,1,2,7,7,7,1,1,2,7,2,2,1,1,3,5,7,2,1,4,17,23,23,.71,3,3,3,1,1070,14,28,21,028-8,1,4,1,76,31200,1,1,2821
310,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,3,17,25,1,3,2,1,2,1,2,2,38,1,3,1,2,1,2,2,2,2,2,2,2,7,7,3,1,1,1,2,2,2,2,1,3,2,1,2,2,4,4,3,13,46,47,26,9,2,1,1,2,1,1,1,36,9,3,1,2,7,2,4,3,4,2,3,1,1,3,1,2,7,7,7,2,7,2,7,7,1,2,1,3,5,7,1,1,4,17,47,22,1.58,1,3,3,1,1070,14,28,21,028-8,1,4,1,76,31200,1,1,2821
311,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,11,52,4,2,3,8,2,8,2,2,8,1,3,1,1,1,2,4,4,2,2,2,2,7,7,2,2,2,7,7,1,2,3,1,2,2,1,2,1,4,4,3,13,47,11,33,13,3,1,2,2,1,2,1,36,9,5,1,2,7,2,3,3,3,1,3,1,1,1,1,2,7,7,7,2,7,2,7,7,2,2,2,7,7,1,2,1,4,12,14,22,.68,4,2,3,2,1070,14,28,21,047-0,1,4,1,76,31200,1,1,2821
312,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,12,15,2,3,2,2,2,2,2,2,13,2,8,2,1,1,2,4,2,1,2,1,2,7,7,2,1,2,7,7,1,2,8,1,3,3,1,2,1,4,4,3,13,47,40,11,33,3,1,1,2,1,1,1,11,9,2,3,1,1,1,4,2,3,1,3,1,1,3,2,2,7,7,7,2,7,2,7,7,2,1,1,3,5,7,2,1,4,12,40,25,1.3,2,3,3,1,1070,14,28,21,047-0,1,4,1,76,31200,1,1,2821
313,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,12,42,3,3,3,2,3,2,8,4,11,1,3,2,1,1,1,4,2,3,2,3,3,8,9,3,2,1,1,2,1,2,3,1,4,7,1,3,1,4,4,3,12,9,9,9,9,1,1,2,1,2,2,1,22,42,9,1,2,7,2,2,3,4,1,3,1,1,3,1,2,7,7,7,2,7,2,7,7,5,2,2,7,7,1,1,1,4,13,4,22,.66,3,3,3,2,1070,14,28,21,047-0,1,4,1,76,31200,1,1,2821
314,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,11,55,5,2,3,2,3,2,2,2,19,1,4,4,2,2,2,4,4,2,2,1,2,7,7,2,2,2,7,7,1,2,3,1,2,3,1,2,1,4,4,3,12,12,9,9,9,2,1,2,2,1,2,1,16,9,2,1,2,7,2,3,2,4,1,3,1,1,11,2,2,7,7,7,2,7,2,7,7,2,2,2,7,7,1,2,1,4,12,30,35,.68,4,2,3,2,1051,14,28,21,047-0,1,4,1,76,31200,1,1,2821
315,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,12,33,3,2,2,2,1,2,2,2,20,1,1,2,2,2,2,2,2,3,2,1,2,7,7,2,2,2,7,7,1,2,3,1,3,3,2,2,1,4,4,3,12,59,9,12,9,3,1,2,2,1,2,1,28,9,2,3,1,2,2,2,3,3,1,3,1,1,4,2,2,7,7,7,2,7,2,7,7,9,1,1,5,5,7,2,1,4,12,59,26,.6,3,2,3,1,1051,14,28,21,047-0,1,4,1,76,31200,1,1,2821
316,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,13,1,2,3,2,2,1,1,2,2,12,1,4,4,1,1,2,4,4,3,2,2,2,7,7,2,1,2,7,7,1,2,3,1,2,3,2,3,1,4,4,3,12,8,9,12,9,3,1,1,2,1,2,2,16,9,1,1,1,1,2,1,3,3,2,4,1,1,3,2,2,7,7,7,2,7,2,7,7,5,2,2,7,7,1,2,1,4,13,26,25,.83,2,3,3,1,1051,14,28,21,047-0,1,4,1,76,31200,1,1,2821
317,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,13,30,4,2,2,2,1,2,2,3,53,1,4,1,1,2,2,4,4,2,2,2,2,7,7,8,8,2,7,7,1,2,3,1,3,3,3,3,1,4,4,3,13,8,9,27,9,2,1,2,2,1,2,1,8,9,2,3,2,7,2,2,3,4,2,3,1,1,7,1,1,15,2,3,2,7,2,7,7,1,2,1,4,3,7,1,1,4,13,58,28,.68,4,2,3,1,1051,14,28,21,047-0,1,4,1,76,31200,1,1,2821
318,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,4,14,10,1,3,2,1,2,1,2,3,11,1,2,1,2,2,2,4,2,3,2,1,2,7,7,2,2,1,1,2,1,2,3,1,3,4,2,4,1,4,4,13,7,78,19,20,9,3,1,1,2,2,2,1,11,9,5,2,1,2,2,2,3,4,1,3,1,1,11,1,1,3,2,2,1,1,2,7,2,1,2,1,3,5,7,1,1,4,14,39,29,1.34,1,3,3,1,1051,14,28,21,047-0,1,4,1,76,31200,1,1,2821
